n,Average Runtime
20,1.0028108954429627e-05
21,1.0360404849052429e-05
22,1.5137158334255218e-05
23,1.3379566371440888e-05
24,1.5424937009811403e-05
25,1.0322034358978272e-05
26,1.0055489838123322e-05
27,1.1031143367290497e-05
28,1.1759251356124878e-05
29,2.1493807435035705e-05
