n,Average Runtime
2077,3.800708800554276e-05
2078,3.9363279938697815e-05
2079,3.963988274335861e-05
2080,3.725886344909668e-05
2081,3.917422145605087e-05
2082,5.621910095214844e-05
2083,4.088860005140305e-05
2084,3.999602049589157e-05
2085,3.790035843849182e-05
2086,3.9088912308216096e-05
2087,3.9978884160518646e-05
2088,3.992915153503418e-05
2089,4.160534590482712e-05
2090,3.787446767091751e-05
2091,3.982372581958771e-05
2092,3.93720343708992e-05
2093,4.008375108242035e-05
2094,4.1837245225906373e-05
2095,3.785919398069382e-05
2096,3.838129341602325e-05
2097,4.1056238114833834e-05
2098,4.29173931479454e-05
2099,4.069078713655472e-05
2100,3.6405399441719055e-05
2101,3.8917176425457e-05
2102,3.788750618696213e-05
2103,3.9824843406677245e-05
2104,4.062298685312271e-05
2105,3.721658140420914e-05
2106,3.8086436688899994e-05
2107,4.0047056972980497e-05
2108,3.954209387302399e-05
2109,4.375893622636795e-05
2110,3.727171570062637e-05
2111,3.810375928878784e-05
2112,3.9925426244735716e-05
2113,3.952030092477798e-05
2114,4.0096603333950044e-05
2115,3.806576132774353e-05
2116,4.009176045656204e-05
2117,4.074163734912872e-05
2118,4.073642194271088e-05
2119,4.0747411549091336e-05
2120,3.845673054456711e-05
2121,3.8768164813518524e-05
2122,3.941822797060013e-05
2123,4.114825278520584e-05
2124,4.066973924636841e-05
2125,3.841239959001541e-05
2126,3.810338675975799e-05
2127,3.8738735020160676e-05
2128,4.104338586330414e-05
2129,4.013814032077789e-05
2130,3.903806209564209e-05
2131,4.987362772226334e-05
2132,3.942660987377167e-05
2133,4.111491143703461e-05
2134,4.17906790971756e-05
2135,3.794692456722259e-05
2136,3.9297156035900116e-05
2137,3.9410963654518125e-05
2138,3.992859274148941e-05
2139,4.1705742478370664e-05
2140,3.9490684866905215e-05
2141,4.0395371615886686e-05
2142,4.0040723979473115e-05
2143,4.074443131685257e-05
2144,4.136189818382263e-05
2145,3.853384405374527e-05
2146,3.931950777769089e-05
2147,4.0085986256599426e-05
2148,4.135165363550186e-05
2149,4.2395293712615965e-05
2150,3.7027336657047274e-05
2151,3.8613565266132355e-05
2152,3.9900466799736026e-05
2153,4.2646564543247224e-05
2154,3.9876066148281096e-05
2155,3.788508474826813e-05
2156,4.0325336158275604e-05
2157,4.134569317102432e-05
2158,4.0145404636859897e-05
2159,4.164222627878189e-05
2160,3.8508884608745574e-05
2161,3.9437226951122285e-05
2162,3.943759948015213e-05
2163,4.089046269655228e-05
2164,4.075672477483749e-05
2165,3.860890865325928e-05
2166,4.006735980510712e-05
2167,4.0189176797866824e-05
2168,4.0706060826778415e-05
2169,4.2063742876052855e-05
2170,3.88171523809433e-05
2171,3.941655158996582e-05
2172,4.180483520030975e-05
2173,4.186257719993591e-05
2174,4.448443651199341e-05
2175,3.7855468690395355e-05
2176,4.048068076372147e-05
2177,4.055313766002655e-05
2178,4.001352936029434e-05
2179,4.081893712282181e-05
2180,3.931690007448196e-05
2181,4.108231514692307e-05
2182,4.1175819933414457e-05
2183,4.188288003206253e-05
2184,4.233624786138534e-05
2185,3.916844725608826e-05
2186,4.058163613080978e-05
2187,4.1384436190128324e-05
2188,4.0660984814167024e-05
2189,4.136692732572556e-05
2190,3.926493227481842e-05
2191,4.1357241570949554e-05
2192,4.083476960659027e-05
2193,4.257950931787491e-05
2194,4.309266805648804e-05
2195,3.985166549682617e-05
2196,4.173293709754944e-05
2197,4.247818142175674e-05
2198,4.1336379945278166e-05
2199,4.193913191556931e-05
2200,3.767888993024826e-05
