n,Average Runtime
2099,9.401563779762868e-05
2100,8.87811426800944e-05
2101,7.071700266632064e-05
2102,9.1962894614106e-05
2103,6.425086163899251e-05
2104,8.549675358660025e-05
2105,8.354664756247133e-05
2106,4.85473762863009e-05
2107,7.235919721324536e-05
2108,0.00013014391782473211
2109,8.395719619924691e-05
2110,8.775477108855512e-05
2111,8.703631097404241e-05
2112,7.112755130318504e-05
2113,9.586310666263032e-05
2114,5.511615447311158e-05
2115,6.178756981896072e-05
2116,0.0001127982379252046
2117,0.0001374311561250785
2118,0.0001059215482611009
2119,7.749105517174115e-05
2120,7.010117971137931e-05
2121,0.00010499781382833362
2122,8.837059404314118e-05
2123,5.532142879145496e-05
2124,8.76521339292502e-05
2125,7.482248903327715e-05
2126,6.886953380140781e-05
2127,0.00010315034496324315
2128,8.005698415098905e-05
2129,7.974907267316311e-05
2130,7.91332497183106e-05
2131,8.282818744849152e-05
2132,7.605413494315982e-05
2133,7.52330376698751e-05
2134,7.564358630656187e-05
2135,8.600993938250312e-05
2136,4.85473762863009e-05
2137,4.885528776377157e-05
2138,7.348820596408956e-05
2139,9.155234597759687e-05
2140,8.857586836157339e-05
2141,8.539411642756178e-05
2142,7.071700266658709e-05
2143,8.724158529256343e-05
2144,0.0001090006630364293
2145,9.052597438570231e-05
2146,8.693367381509275e-05
2147,7.102491414405776e-05
2148,9.791584984615298e-05
2149,8.190445301572424e-05
2150,8.580466506389329e-05
2151,6.989590539312474e-05
2152,5.326868560784348e-05
2153,0.0001138246095167439
2154,8.662576233771091e-05
2155,0.00011413252099448101
2156,9.719738973164027e-05
2157,7.430930323737428e-05
2158,7.379611744156023e-05
2159,0.00011043758326421128
2160,5.121594242467609e-05
2161,5.131857958380337e-05
2162,5.768208345235948e-05
2163,5.142121674293065e-05
2164,7.112755130309623e-05
2165,8.364928472168743e-05
2166,8.139126721999901e-05
2167,9.155234597759687e-05
2168,8.826795688428035e-05
2169,9.052597438587994e-05
2170,8.50862049500023e-05
2171,8.64204880191899e-05
2172,8.683103665569902e-05
2173,8.447038199488333e-05
2174,8.600993938285839e-05
2175,7.164073709899909e-05
2176,8.960223995320149e-05
2177,0.0001310676522571441
2178,7.65673207390627e-05
2179,0.00012727007736792472
2180,9.257871756940261e-05
2181,6.301921572902103e-05
2182,5.09080309471166e-05
2183,8.508620494973584e-05
2184,7.081963982571437e-05
2185,7.153809993978299e-05
2186,7.820951528580977e-05
2187,5.532142879127733e-05
2188,8.765213392916137e-05
2189,8.395719619924691e-05
2190,5.070275662886203e-05
2191,8.580466506433738e-05
2192,4.8547376286389723e-05
2193,7.687523221662218e-05
2194,8.785740824750477e-05
2195,6.79457993689958e-05
2196,7.010117971155694e-05
2197,8.991015143093861e-05
2198,8.498356779087501e-05
2199,9.083388586352825e-05
2200,5.347395992627568e-05
